College,Branch,Category,ClosingRank,Percentile,CollegeShort
"Suryodaya College of Engineering & Technology, Nagpur",ME,LOPENS,140271,38.4109612,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,LSCS,146537,33.099972,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,TFWS,124966,47.9842799,Suryodaya College of Engineering & Technology
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GNT1H,133778,42.2216419,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GNT2H,120155,50.9307179,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GNT2O,137182,40.1066152,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GOBCH,138291,39.2350823,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GOBCO,132002,43.5298862,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GOPENH,96020,63.5258359,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GOPENO,109822,57.0470967,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GSCH,127609,46.3657898,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GSCO,153831,27.5123271,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GSEBCH,112629,55.0733859,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GSEBCO,134646,42.1597155,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GSTH,140795,37.6881791,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GVJH,154911,27.1291039,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,GVJO,139074,38.8659877,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,LOBCH,109050,57.1959853,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,LOPENH,77424,72.1239122,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,LOPENO,110251,56.9588351,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,LSCH,128018,46.3188381,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",CSE,LSEBCH,94763,63.9612515,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GNT1H,121802,50.0353239,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GNT2H,146884,32.8923205,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOBCH,154801,27.1291039,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOBCO,133634,42.2216419,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENH,93752,65.0377535,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENO,127208,46.3828235,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSCH,138533,39.0541888,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSCO,165477,16.7391126,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSEBCH,138179,39.2350823,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOBCH,146252,33.5585964,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENH,72385,74.1162962,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENO,55381,80.7840564,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSCH,78259,71.7115,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSCO,158164,24.0053974,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSEBCH,83880,69.275473,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,GNT2H,152519,28.3301002,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,GOBCH,164604,18.1287777,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,GOPENH,103349,60.2294112,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,GSCH,171729,10.3145909,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,GSEBCH,144376,34.8626522,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,LOBCH,110458,56.846611,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,LOPENH,88708,67.294477,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,LSCH,101411,60.596742,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",ENTC,LSEBCH,117444,52.2046883,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,GOBCH,177720,2.9443123,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,GOPENH,151174,29.3071786,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,GSEBCH,157655,24.3027383,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,LNT1H,167227,15.4858883,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,LNT2H,174204,7.496642,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,LOBCH,163008,19.2570952,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,LOPENH,152420,28.3301002,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electrical,LSCH,159533,22.4081803,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,GNT1H,142081,36.6611018,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,GOBCH,164078,18.5574725,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,GOPENH,137185,40.1066152,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,GSCH,153715,27.6622718,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,GSEBCH,151690,29.1560732,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,LOBCH,156565,25.0606208,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,LOPENH,131443,43.9565943,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,LSCH,142631,36.2134011,Swami Vivekananda Shikshan Sanstha
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Electronics and Computer Engineering,LSEBCH,146133,33.6953839,Swami Vivekananda Shikshan Sanstha
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GNT1H,175518,5.9571815,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GNT2O,133950,42.2207447,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GOBCH,165325,16.8882979,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GOBCO,135003,41.8427081,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GOPENH,148283,31.6884901,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GOPENO,125986,47.4576949,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GSCH,165005,17.7533973,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GSCO,166610,15.9803473,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,GVJO,130998,44.3676458,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LOBCH,149368,30.9687071,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LOBCO,132821,43.1231034,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LOPENH,137043,40.1585977,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LOPENO,126002,47.4576949,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LSCH,158197,24.0053974,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LSCO,164001,18.5574725,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Computer Engineering,LSTO,156215,25.5936912,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GNT3O,165652,16.6009499,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GOBCH,163778,18.7028082,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GOBCO,130665,44.4778985,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GOPENH,110197,56.9588351,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GOPENO,77125,72.2338818,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,GSCH,159116,22.5662265,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,LOBCH,149417,30.9687071,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,LOPENH,85723,68.4737144,Swaminarayan Siddhanta Institute Of Technology
"Swaminarayan Siddhanta Institute Of Technology, Nagpur",ENTC,LOPENO,134462,42.2200941,Swaminarayan Siddhanta Institute Of Technology
